Identificador de URL;Nombre;Categorías;Nombre de propiedad 1;Valor de propiedad 1;Nombre de propiedad 2;Valor de propiedad 2;Nombre de propiedad 3;Valor de propiedad 3;Precio;Precio promocional;Peso (kg);Alto (cm);Ancho (cm);Profundidad (cm);Stock;SKU;Código de barras;Mostrar en tienda;Envío sin cargo;Descripción;Tags;Título para SEO;Descripción para SEO;Marca;Producto Físico;MPN (Número de pieza del fabricante);Sexo;Rango de edad;Costo;Imagen;Archivo imagen asignado
telescopica-reforzada-250mm-zincada-gt-4525-z;Telescopica Reforzada 250mm Zincada;Correderas para Muebles;;;;;;;3150.00;;;;;;;GT-4525-Z;;SI;NO;Marca: Grupo Euro<br>Código: GT-4525-Z<br>Producto disponible en Herrajes Darío.;Grupo Euro;Telescopica Reforzada 250mm Zincada | Herrajes Darío;Telescopica Reforzada 250mm Zincada marca Grupo Euro. Código GT-4525-Z. Consultá disponibilidad en Herrajes Darío.;Grupo Euro;SI;;;;;https://drive.google.com/uc?export=view&id=1leg2w5mdU6vn2DrW-mSvZeb-4f4j1dra;ESQ_GT4525Z.jpg
telescopica-reforzada-250mm-negra-gt-4525-n;Telescopica Reforzada 250mm Negra;Correderas para Muebles;;;;;;;3150.00;;;;;;;GT-4525-N;;SI;NO;Marca: Grupo Euro<br>Código: GT-4525-N<br>Producto disponible en Herrajes Darío.;Grupo Euro;Telescopica Reforzada 250mm Negra | Herrajes Darío;Telescopica Reforzada 250mm Negra marca Grupo Euro. Código GT-4525-N. Consultá disponibilidad en Herrajes Darío.;Grupo Euro;SI;;;;;https://drive.google.com/uc?export=view&id=1leg2w5mdU6vn2DrW-mSvZeb-4f4j1dra;ESQ_GT4525Z.jpg
telescopica-reforzada-300mm-zincada-gt-4530-z;Telescopica Reforzada 300mm Zincada;Correderas para Muebles;;;;;;;3780.00;;;;;;;GT-4530-Z;;SI;NO;Marca: Grupo Euro<br>Código: GT-4530-Z<br>Producto disponible en Herrajes Darío.;Grupo Euro;Telescopica Reforzada 300mm Zincada | Herrajes Darío;Telescopica Reforzada 300mm Zincada marca Grupo Euro. Código GT-4530-Z. Consultá disponibilidad en Herrajes Darío.;Grupo Euro;SI;;;;;https://drive.google.com/uc?export=view&id=1leg2w5mdU6vn2DrW-mSvZeb-4f4j1dra;ESQ_GT4525Z.jpg
telescopica-reforzada-300mm-negra-gt-4530-n;Telescopica Reforzada 300mm Negra;Correderas para Muebles;;;;;;;3780.00;;;;;;;GT-4530-N;;SI;NO;Marca: Grupo Euro<br>Código: GT-4530-N<br>Producto disponible en Herrajes Darío.;Grupo Euro;Telescopica Reforzada 300mm Negra | Herrajes Darío;Telescopica Reforzada 300mm Negra marca Grupo Euro. Código GT-4530-N. Consultá disponibilidad en Herrajes Darío.;Grupo Euro;SI;;;;;https://drive.google.com/uc?export=view&id=1leg2w5mdU6vn2DrW-mSvZeb-4f4j1dra;ESQ_GT4525Z.jpg
telescopica-reforzada-350mm-zincada-gt-4535-z;Telescopica Reforzada 350mm Zincada;Correderas para Muebles;;;;;;;4462.50;;;;;;;GT-4535-Z;;SI;NO;Marca: Grupo Euro<br>Código: GT-4535-Z<br>Producto disponible en Herrajes Darío.;Grupo Euro;Telescopica Reforzada 350mm Zincada | Herrajes Darío;Telescopica Reforzada 350mm Zincada marca Grupo Euro. Código GT-4535-Z. Consultá disponibilidad en Herrajes Darío.;Grupo Euro;SI;;;;;https://drive.google.com/uc?export=view&id=1leg2w5mdU6vn2DrW-mSvZeb-4f4j1dra;ESQ_GT4525Z.jpg
telescopica-reforzada-350mm-negra-gt-4535-n;Telescopica Reforzada 350mm Negra;Correderas para Muebles;;;;;;;4462.50;;;;;;;GT-4535-N;;SI;NO;Marca: Grupo Euro<br>Código: GT-4535-N<br>Producto disponible en Herrajes Darío.;Grupo Euro;Telescopica Reforzada 350mm Negra | Herrajes Darío;Telescopica Reforzada 350mm Negra marca Grupo Euro. Código GT-4535-N. Consultá disponibilidad en Herrajes Darío.;Grupo Euro;SI;;;;;https://drive.google.com/uc?export=view&id=1leg2w5mdU6vn2DrW-mSvZeb-4f4j1dra;ESQ_GT4525Z.jpg
telescopica-reforzada-400mm-zincada-gt-4540-z;Telescopica Reforzada 400mm Zincada;Correderas para Muebles;;;;;;;5092.50;;;;;;;GT-4540-Z;;SI;NO;Marca: Grupo Euro<br>Código: GT-4540-Z<br>Producto disponible en Herrajes Darío.;Grupo Euro;Telescopica Reforzada 400mm Zincada | Herrajes Darío;Telescopica Reforzada 400mm Zincada marca Grupo Euro. Código GT-4540-Z. Consultá disponibilidad en Herrajes Darío.;Grupo Euro;SI;;;;;https://drive.google.com/uc?export=view&id=1leg2w5mdU6vn2DrW-mSvZeb-4f4j1dra;ESQ_GT4525Z.jpg
telescopica-reforzada-400mm-negra-gt-4540-n;Telescopica Reforzada 400mm Negra;Correderas para Muebles;;;;;;;5092.50;;;;;;;GT-4540-N;;SI;NO;Marca: Grupo Euro<br>Código: GT-4540-N<br>Producto disponible en Herrajes Darío.;Grupo Euro;Telescopica Reforzada 400mm Negra | Herrajes Darío;Telescopica Reforzada 400mm Negra marca Grupo Euro. Código GT-4540-N. Consultá disponibilidad en Herrajes Darío.;Grupo Euro;SI;;;;;https://drive.google.com/uc?export=view&id=1leg2w5mdU6vn2DrW-mSvZeb-4f4j1dra;ESQ_GT4525Z.jpg
telescopica-reforzada-450mm-zincada-gt-4545-z;Telescopica Reforzada 450mm Zincada;Correderas para Muebles;;;;;;;5775.00;;;;;;;GT-4545-Z;;SI;NO;Marca: Grupo Euro<br>Código: GT-4545-Z<br>Producto disponible en Herrajes Darío.;Grupo Euro;Telescopica Reforzada 450mm Zincada | Herrajes Darío;Telescopica Reforzada 450mm Zincada marca Grupo Euro. Código GT-4545-Z. Consultá disponibilidad en Herrajes Darío.;Grupo Euro;SI;;;;;https://drive.google.com/uc?export=view&id=1leg2w5mdU6vn2DrW-mSvZeb-4f4j1dra;ESQ_GT4525Z.jpg
telescopica-reforzada-450mm-negra-gt-4545-n;Telescopica Reforzada 450mm Negra;Correderas para Muebles;;;;;;;5775.00;;;;;;;GT-4545-N;;SI;NO;Marca: Grupo Euro<br>Código: GT-4545-N<br>Producto disponible en Herrajes Darío.;Grupo Euro;Telescopica Reforzada 450mm Negra | Herrajes Darío;Telescopica Reforzada 450mm Negra marca Grupo Euro. Código GT-4545-N. Consultá disponibilidad en Herrajes Darío.;Grupo Euro;SI;;;;;https://drive.google.com/uc?export=view&id=1leg2w5mdU6vn2DrW-mSvZeb-4f4j1dra;ESQ_GT4525Z.jpg
telescopica-reforzada-500mm-zincada-gt-4550-z;Telescopica Reforzada 500mm Zincada;Correderas para Muebles;;;;;;;6300.00;;;;;;;GT-4550-Z;;SI;NO;Marca: Grupo Euro<br>Código: GT-4550-Z<br>Producto disponible en Herrajes Darío.;Grupo Euro;Telescopica Reforzada 500mm Zincada | Herrajes Darío;Telescopica Reforzada 500mm Zincada marca Grupo Euro. Código GT-4550-Z. Consultá disponibilidad en Herrajes Darío.;Grupo Euro;SI;;;;;https://drive.google.com/uc?export=view&id=1leg2w5mdU6vn2DrW-mSvZeb-4f4j1dra;ESQ_GT4525Z.jpg
telescopica-reforzada-500mm-negra-gt-4550-n;Telescopica Reforzada 500mm Negra;Correderas para Muebles;;;;;;;6300.00;;;;;;;GT-4550-N;;SI;NO;Marca: Grupo Euro<br>Código: GT-4550-N<br>Producto disponible en Herrajes Darío.;Grupo Euro;Telescopica Reforzada 500mm Negra | Herrajes Darío;Telescopica Reforzada 500mm Negra marca Grupo Euro. Código GT-4550-N. Consultá disponibilidad en Herrajes Darío.;Grupo Euro;SI;;;;;https://drive.google.com/uc?export=view&id=1leg2w5mdU6vn2DrW-mSvZeb-4f4j1dra;ESQ_GT4525Z.jpg
telescopica-reforzada-550mm-zincada-gt-4555-z;Telescopica Reforzada 550mm Zincada;Correderas para Muebles;;;;;;;6930.00;;;;;;;GT-4555-Z;;SI;NO;Marca: Grupo Euro<br>Código: GT-4555-Z<br>Producto disponible en Herrajes Darío.;Grupo Euro;Telescopica Reforzada 550mm Zincada | Herrajes Darío;Telescopica Reforzada 550mm Zincada marca Grupo Euro. Código GT-4555-Z. Consultá disponibilidad en Herrajes Darío.;Grupo Euro;SI;;;;;https://drive.google.com/uc?export=view&id=1leg2w5mdU6vn2DrW-mSvZeb-4f4j1dra;ESQ_GT4525Z.jpg
telescopica-reforzada-550mm-negra-gt-4555-n;Telescopica Reforzada 550mm Negra;Correderas para Muebles;;;;;;;6930.00;;;;;;;GT-4555-N;;SI;NO;Marca: Grupo Euro<br>Código: GT-4555-N<br>Producto disponible en Herrajes Darío.;Grupo Euro;Telescopica Reforzada 550mm Negra | Herrajes Darío;Telescopica Reforzada 550mm Negra marca Grupo Euro. Código GT-4555-N. Consultá disponibilidad en Herrajes Darío.;Grupo Euro;SI;;;;;https://drive.google.com/uc?export=view&id=1leg2w5mdU6vn2DrW-mSvZeb-4f4j1dra;ESQ_GT4525Z.jpg
telescopica-reforzada-600mm-zincada-gt-4560-z;Telescopica Reforzada 600mm Zincada;Correderas para Muebles;;;;;;;7560.00;;;;;;;GT-4560-Z;;SI;NO;Marca: Grupo Euro<br>Código: GT-4560-Z<br>Producto disponible en Herrajes Darío.;Grupo Euro;Telescopica Reforzada 600mm Zincada | Herrajes Darío;Telescopica Reforzada 600mm Zincada marca Grupo Euro. Código GT-4560-Z. Consultá disponibilidad en Herrajes Darío.;Grupo Euro;SI;;;;;https://drive.google.com/uc?export=view&id=1leg2w5mdU6vn2DrW-mSvZeb-4f4j1dra;ESQ_GT4525Z.jpg
telescopica-reforzada-600mm-negra-gt-4560-n;Telescopica Reforzada 600mm Negra;Correderas para Muebles;;;;;;;7560.00;;;;;;;GT-4560-N;;SI;NO;Marca: Grupo Euro<br>Código: GT-4560-N<br>Producto disponible en Herrajes Darío.;Grupo Euro;Telescopica Reforzada 600mm Negra | Herrajes Darío;Telescopica Reforzada 600mm Negra marca Grupo Euro. Código GT-4560-N. Consultá disponibilidad en Herrajes Darío.;Grupo Euro;SI;;;;;https://drive.google.com/uc?export=view&id=1leg2w5mdU6vn2DrW-mSvZeb-4f4j1dra;ESQ_GT4525Z.jpg
telescopica-liviana-250mm-zincada-gt-3525-z;Telescopica Liviana 250mm Zincada;Correderas para Muebles;;;;;;;1890.00;;;;;;;GT-3525-Z;;SI;NO;Marca: Grupo Euro<br>Código: GT-3525-Z<br>Producto disponible en Herrajes Darío.;Grupo Euro;Telescopica Liviana 250mm Zincada | Herrajes Darío;Telescopica Liviana 250mm Zincada marca Grupo Euro. Código GT-3525-Z. Consultá disponibilidad en Herrajes Darío.;Grupo Euro;SI;;;;;https://drive.google.com/uc?export=view&id=1leg2w5mdU6vn2DrW-mSvZeb-4f4j1dra;ESQ_GT4525Z.jpg
telescopica-liviana-250mm-negra-gt-3525-n;Telescopica Liviana 250mm Negra;Correderas para Muebles;;;;;;;1890.00;;;;;;;GT-3525-N;;SI;NO;Marca: Grupo Euro<br>Código: GT-3525-N<br>Producto disponible en Herrajes Darío.;Grupo Euro;Telescopica Liviana 250mm Negra | Herrajes Darío;Telescopica Liviana 250mm Negra marca Grupo Euro. Código GT-3525-N. Consultá disponibilidad en Herrajes Darío.;Grupo Euro;SI;;;;;https://drive.google.com/uc?export=view&id=1leg2w5mdU6vn2DrW-mSvZeb-4f4j1dra;ESQ_GT4525Z.jpg
telescopica-liviana-300mm-zincada-gt-3530-z;Telescopica Liviana 300mm Zincada;Correderas para Muebles;;;;;;;2205.00;;;;;;;GT-3530-Z;;SI;NO;Marca: Grupo Euro<br>Código: GT-3530-Z<br>Producto disponible en Herrajes Darío.;Grupo Euro;Telescopica Liviana 300mm Zincada | Herrajes Darío;Telescopica Liviana 300mm Zincada marca Grupo Euro. Código GT-3530-Z. Consultá disponibilidad en Herrajes Darío.;Grupo Euro;SI;;;;;https://drive.google.com/uc?export=view&id=1leg2w5mdU6vn2DrW-mSvZeb-4f4j1dra;ESQ_GT4525Z.jpg
telescopica-liviana-300mm-negra-gt-3530-n;Telescopica Liviana 300mm Negra;Correderas para Muebles;;;;;;;2205.00;;;;;;;GT-3530-N;;SI;NO;Marca: Grupo Euro<br>Código: GT-3530-N<br>Producto disponible en Herrajes Darío.;Grupo Euro;Telescopica Liviana 300mm Negra | Herrajes Darío;Telescopica Liviana 300mm Negra marca Grupo Euro. Código GT-3530-N. Consultá disponibilidad en Herrajes Darío.;Grupo Euro;SI;;;;;https://drive.google.com/uc?export=view&id=1leg2w5mdU6vn2DrW-mSvZeb-4f4j1dra;ESQ_GT4525Z.jpg
telescopica-liviana-350mm-zincada-gt-3535-z;Telescopica Liviana 350mm Zincada;Correderas para Muebles;;;;;;;2520.00;;;;;;;GT-3535-Z;;SI;NO;Marca: Grupo Euro<br>Código: GT-3535-Z<br>Producto disponible en Herrajes Darío.;Grupo Euro;Telescopica Liviana 350mm Zincada | Herrajes Darío;Telescopica Liviana 350mm Zincada marca Grupo Euro. Código GT-3535-Z. Consultá disponibilidad en Herrajes Darío.;Grupo Euro;SI;;;;;https://drive.google.com/uc?export=view&id=1leg2w5mdU6vn2DrW-mSvZeb-4f4j1dra;ESQ_GT4525Z.jpg
telescopica-liviana-350mm-negra-gt-3535-n;Telescopica Liviana 350mm Negra;Correderas para Muebles;;;;;;;2520.00;;;;;;;GT-3535-N;;SI;NO;Marca: Grupo Euro<br>Código: GT-3535-N<br>Producto disponible en Herrajes Darío.;Grupo Euro;Telescopica Liviana 350mm Negra | Herrajes Darío;Telescopica Liviana 350mm Negra marca Grupo Euro. Código GT-3535-N. Consultá disponibilidad en Herrajes Darío.;Grupo Euro;SI;;;;;https://drive.google.com/uc?export=view&id=1leg2w5mdU6vn2DrW-mSvZeb-4f4j1dra;ESQ_GT4525Z.jpg
telescopica-liviana-400mm-zincada-gt-3540-z;Telescopica Liviana 400mm Zincada;Correderas para Muebles;;;;;;;2887.50;;;;;;;GT-3540-Z;;SI;NO;Marca: Grupo Euro<br>Código: GT-3540-Z<br>Producto disponible en Herrajes Darío.;Grupo Euro;Telescopica Liviana 400mm Zincada | Herrajes Darío;Telescopica Liviana 400mm Zincada marca Grupo Euro. Código GT-3540-Z. Consultá disponibilidad en Herrajes Darío.;Grupo Euro;SI;;;;;https://drive.google.com/uc?export=view&id=1leg2w5mdU6vn2DrW-mSvZeb-4f4j1dra;ESQ_GT4525Z.jpg
telescopica-liviana-400mm-negra-gt-3540-n;Telescopica Liviana 400mm Negra;Correderas para Muebles;;;;;;;2887.50;;;;;;;GT-3540-N;;SI;NO;Marca: Grupo Euro<br>Código: GT-3540-N<br>Producto disponible en Herrajes Darío.;Grupo Euro;Telescopica Liviana 400mm Negra | Herrajes Darío;Telescopica Liviana 400mm Negra marca Grupo Euro. Código GT-3540-N. Consultá disponibilidad en Herrajes Darío.;Grupo Euro;SI;;;;;https://drive.google.com/uc?export=view&id=1leg2w5mdU6vn2DrW-mSvZeb-4f4j1dra;ESQ_GT4525Z.jpg
telescopica-liviana-450mm-zincada-gt-3545-z;Telescopica Liviana 450mm Zincada;Correderas para Muebles;;;;;;;3255.00;;;;;;;GT-3545-Z;;SI;NO;Marca: Grupo Euro<br>Código: GT-3545-Z<br>Producto disponible en Herrajes Darío.;Grupo Euro;Telescopica Liviana 450mm Zincada | Herrajes Darío;Telescopica Liviana 450mm Zincada marca Grupo Euro. Código GT-3545-Z. Consultá disponibilidad en Herrajes Darío.;Grupo Euro;SI;;;;;https://drive.google.com/uc?export=view&id=1leg2w5mdU6vn2DrW-mSvZeb-4f4j1dra;ESQ_GT4525Z.jpg
telescopica-liviana-450mm-negra-gt-3545-n;Telescopica Liviana 450mm Negra;Correderas para Muebles;;;;;;;3255.00;;;;;;;GT-3545-N;;SI;NO;Marca: Grupo Euro<br>Código: GT-3545-N<br>Producto disponible en Herrajes Darío.;Grupo Euro;Telescopica Liviana 450mm Negra | Herrajes Darío;Telescopica Liviana 450mm Negra marca Grupo Euro. Código GT-3545-N. Consultá disponibilidad en Herrajes Darío.;Grupo Euro;SI;;;;;https://drive.google.com/uc?export=view&id=1leg2w5mdU6vn2DrW-mSvZeb-4f4j1dra;ESQ_GT4525Z.jpg
telescopica-liviana-500mm-zincada-gt-3550-z;Telescopica Liviana 500mm Zincada;Correderas para Muebles;;;;;;;3570.00;;;;;;;GT-3550-Z;;SI;NO;Marca: Grupo Euro<br>Código: GT-3550-Z<br>Producto disponible en Herrajes Darío.;Grupo Euro;Telescopica Liviana 500mm Zincada | Herrajes Darío;Telescopica Liviana 500mm Zincada marca Grupo Euro. Código GT-3550-Z. Consultá disponibilidad en Herrajes Darío.;Grupo Euro;SI;;;;;https://drive.google.com/uc?export=view&id=1leg2w5mdU6vn2DrW-mSvZeb-4f4j1dra;ESQ_GT4525Z.jpg
telescopica-liviana-500mm-negra-gt-3550-n;Telescopica Liviana 500mm Negra;Correderas para Muebles;;;;;;;3570.00;;;;;;;GT-3550-N;;SI;NO;Marca: Grupo Euro<br>Código: GT-3550-N<br>Producto disponible en Herrajes Darío.;Grupo Euro;Telescopica Liviana 500mm Negra | Herrajes Darío;Telescopica Liviana 500mm Negra marca Grupo Euro. Código GT-3550-N. Consultá disponibilidad en Herrajes Darío.;Grupo Euro;SI;;;;;https://drive.google.com/uc?export=view&id=1leg2w5mdU6vn2DrW-mSvZeb-4f4j1dra;ESQ_GT4525Z.jpg
telescopica-liviana-550mm-zincada-gt-3555-z;Telescopica Liviana 550mm Zincada;Correderas para Muebles;;;;;;;3990.00;;;;;;;GT-3555-Z;;SI;NO;Marca: Grupo Euro<br>Código: GT-3555-Z<br>Producto disponible en Herrajes Darío.;Grupo Euro;Telescopica Liviana 550mm Zincada | Herrajes Darío;Telescopica Liviana 550mm Zincada marca Grupo Euro. Código GT-3555-Z. Consultá disponibilidad en Herrajes Darío.;Grupo Euro;SI;;;;;https://drive.google.com/uc?export=view&id=1leg2w5mdU6vn2DrW-mSvZeb-4f4j1dra;ESQ_GT4525Z.jpg
telescopica-liviana-550mm-negra-gt-3555-n;Telescopica Liviana 550mm Negra;Correderas para Muebles;;;;;;;3990.00;;;;;;;GT-3555-N;;SI;NO;Marca: Grupo Euro<br>Código: GT-3555-N<br>Producto disponible en Herrajes Darío.;Grupo Euro;Telescopica Liviana 550mm Negra | Herrajes Darío;Telescopica Liviana 550mm Negra marca Grupo Euro. Código GT-3555-N. Consultá disponibilidad en Herrajes Darío.;Grupo Euro;SI;;;;;https://drive.google.com/uc?export=view&id=1leg2w5mdU6vn2DrW-mSvZeb-4f4j1dra;ESQ_GT4525Z.jpg
telescopica-liviana-600mm-zincada-gt-3560-z;Telescopica Liviana 600mm Zincada;Correderas para Muebles;;;;;;;4305.00;;;;;;;GT-3560-Z;;SI;NO;Marca: Grupo Euro<br>Código: GT-3560-Z<br>Producto disponible en Herrajes Darío.;Grupo Euro;Telescopica Liviana 600mm Zincada | Herrajes Darío;Telescopica Liviana 600mm Zincada marca Grupo Euro. Código GT-3560-Z. Consultá disponibilidad en Herrajes Darío.;Grupo Euro;SI;;;;;https://drive.google.com/uc?export=view&id=1leg2w5mdU6vn2DrW-mSvZeb-4f4j1dra;ESQ_GT4525Z.jpg
telescopica-liviana-600mm-negra-gt-3560-n;Telescopica Liviana 600mm Negra;Correderas para Muebles;;;;;;;4305.00;;;;;;;GT-3560-N;;SI;NO;Marca: Grupo Euro<br>Código: GT-3560-N<br>Producto disponible en Herrajes Darío.;Grupo Euro;Telescopica Liviana 600mm Negra | Herrajes Darío;Telescopica Liviana 600mm Negra marca Grupo Euro. Código GT-3560-N. Consultá disponibilidad en Herrajes Darío.;Grupo Euro;SI;;;;;https://drive.google.com/uc?export=view&id=1leg2w5mdU6vn2DrW-mSvZeb-4f4j1dra;ESQ_GT4525Z.jpg
telescopica-reforzada-250mm-cierre-suave-zincada-gt-4525-zs;Telescopica Reforzada 250mm Cierre Suave Zincada;Correderas para Muebles;;;;;;;7927.50;;;;;;;GT-4525-ZS;;SI;NO;Marca: Grupo Euro<br>Código: GT-4525-ZS<br>Producto disponible en Herrajes Darío.;Grupo Euro;Telescopica Reforzada 250mm Cierre Suave Zincada | Herrajes Darío;Telescopica Reforzada 250mm Cierre Suave Zincada marca Grupo Euro. Código GT-4525-ZS. Consultá disponibilidad en Herrajes Darío.;Grupo Euro;SI;;;;;https://drive.google.com/uc?export=view&id=1kLiQUNBPV_h8J5iAklZy8jLXaP62s1uR;ESQ_GSCL_01.jpg
telescopica-reforzada-250mm-cierre-suave-negra-gt-4525-zn;Telescopica Reforzada 250mm Cierre Suave Negra;Correderas para Muebles;;;;;;;7927.50;;;;;;;GT-4525-ZN;;SI;NO;Marca: Grupo Euro<br>Código: GT-4525-ZN<br>Producto disponible en Herrajes Darío.;Grupo Euro;Telescopica Reforzada 250mm Cierre Suave Negra | Herrajes Darío;Telescopica Reforzada 250mm Cierre Suave Negra marca Grupo Euro. Código GT-4525-ZN. Consultá disponibilidad en Herrajes Darío.;Grupo Euro;SI;;;;;https://drive.google.com/uc?export=view&id=1kLiQUNBPV_h8J5iAklZy8jLXaP62s1uR;ESQ_GSCL_01.jpg
telescopica-reforzada-300mm-cierre-suave-zincada-gt-4530-zs;Telescopica Reforzada 300mm Cierre Suave Zincada;Correderas para Muebles;;;;;;;7927.50;;;;;;;GT-4530-ZS;;SI;NO;Marca: Grupo Euro<br>Código: GT-4530-ZS<br>Producto disponible en Herrajes Darío.;Grupo Euro;Telescopica Reforzada 300mm Cierre Suave Zincada | Herrajes Darío;Telescopica Reforzada 300mm Cierre Suave Zincada marca Grupo Euro. Código GT-4530-ZS. Consultá disponibilidad en Herrajes Darío.;Grupo Euro;SI;;;;;https://drive.google.com/uc?export=view&id=1kLiQUNBPV_h8J5iAklZy8jLXaP62s1uR;ESQ_GSCL_01.jpg
telescopica-reforzada-300mm-cierre-suave-negra-gt-4530-zn;Telescopica Reforzada 300mm Cierre Suave Negra;Correderas para Muebles;;;;;;;7927.50;;;;;;;GT-4530-ZN;;SI;NO;Marca: Grupo Euro<br>Código: GT-4530-ZN<br>Producto disponible en Herrajes Darío.;Grupo Euro;Telescopica Reforzada 300mm Cierre Suave Negra | Herrajes Darío;Telescopica Reforzada 300mm Cierre Suave Negra marca Grupo Euro. Código GT-4530-ZN. Consultá disponibilidad en Herrajes Darío.;Grupo Euro;SI;;;;;https://drive.google.com/uc?export=view&id=1kLiQUNBPV_h8J5iAklZy8jLXaP62s1uR;ESQ_GSCL_01.jpg
telescopica-reforzada-350mm-cierre-suave-zincada-gt-4535-zs;Telescopica Reforzada 350mm Cierre Suave Zincada;Correderas para Muebles;;;;;;;8715.00;;;;;;;GT-4535-ZS;;SI;NO;Marca: Grupo Euro<br>Código: GT-4535-ZS<br>Producto disponible en Herrajes Darío.;Grupo Euro;Telescopica Reforzada 350mm Cierre Suave Zincada | Herrajes Darío;Telescopica Reforzada 350mm Cierre Suave Zincada marca Grupo Euro. Código GT-4535-ZS. Consultá disponibilidad en Herrajes Darío.;Grupo Euro;SI;;;;;https://drive.google.com/uc?export=view&id=1kLiQUNBPV_h8J5iAklZy8jLXaP62s1uR;ESQ_GSCL_01.jpg
telescopica-reforzada-350mm-cierre-suave-negra-gt-4535-zn;Telescopica Reforzada 350mm Cierre Suave Negra;Correderas para Muebles;;;;;;;8715.00;;;;;;;GT-4535-ZN;;SI;NO;Marca: Grupo Euro<br>Código: GT-4535-ZN<br>Producto disponible en Herrajes Darío.;Grupo Euro;Telescopica Reforzada 350mm Cierre Suave Negra | Herrajes Darío;Telescopica Reforzada 350mm Cierre Suave Negra marca Grupo Euro. Código GT-4535-ZN. Consultá disponibilidad en Herrajes Darío.;Grupo Euro;SI;;;;;https://drive.google.com/uc?export=view&id=1kLiQUNBPV_h8J5iAklZy8jLXaP62s1uR;ESQ_GSCL_01.jpg
telescopica-reforzada-400mm-cierre-suave-zincada-gt-4540-zs;Telescopica Reforzada 400mm Cierre Suave Zincada;Correderas para Muebles;;;;;;;9345.00;;;;;;;GT-4540-ZS;;SI;NO;Marca: Grupo Euro<br>Código: GT-4540-ZS<br>Producto disponible en Herrajes Darío.;Grupo Euro;Telescopica Reforzada 400mm Cierre Suave Zincada | Herrajes Darío;Telescopica Reforzada 400mm Cierre Suave Zincada marca Grupo Euro. Código GT-4540-ZS. Consultá disponibilidad en Herrajes Darío.;Grupo Euro;SI;;;;;https://drive.google.com/uc?export=view&id=1kLiQUNBPV_h8J5iAklZy8jLXaP62s1uR;ESQ_GSCL_01.jpg
telescopica-reforzada-400mm-cierre-suave-negra-gt-4540-zn;Telescopica Reforzada 400mm Cierre Suave Negra;Correderas para Muebles;;;;;;;9345.00;;;;;;;GT-4540-ZN;;SI;NO;Marca: Grupo Euro<br>Código: GT-4540-ZN<br>Producto disponible en Herrajes Darío.;Grupo Euro;Telescopica Reforzada 400mm Cierre Suave Negra | Herrajes Darío;Telescopica Reforzada 400mm Cierre Suave Negra marca Grupo Euro. Código GT-4540-ZN. Consultá disponibilidad en Herrajes Darío.;Grupo Euro;SI;;;;;https://drive.google.com/uc?export=view&id=1kLiQUNBPV_h8J5iAklZy8jLXaP62s1uR;ESQ_GSCL_01.jpg
telescopica-reforzada-450mm-cierre-suave-zincada-gt-4545-zs;Telescopica Reforzada 450mm Cierre Suave Zincada;Correderas para Muebles;;;;;;;10185.00;;;;;;;GT-4545-ZS;;SI;NO;Marca: Grupo Euro<br>Código: GT-4545-ZS<br>Producto disponible en Herrajes Darío.;Grupo Euro;Telescopica Reforzada 450mm Cierre Suave Zincada | Herrajes Darío;Telescopica Reforzada 450mm Cierre Suave Zincada marca Grupo Euro. Código GT-4545-ZS. Consultá disponibilidad en Herrajes Darío.;Grupo Euro;SI;;;;;https://drive.google.com/uc?export=view&id=1kLiQUNBPV_h8J5iAklZy8jLXaP62s1uR;ESQ_GSCL_01.jpg
telescopica-reforzada-450mm-cierre-suave-negra-gt-4545-zn;Telescopica Reforzada 450mm Cierre Suave Negra;Correderas para Muebles;;;;;;;10185.00;;;;;;;GT-4545-ZN;;SI;NO;Marca: Grupo Euro<br>Código: GT-4545-ZN<br>Producto disponible en Herrajes Darío.;Grupo Euro;Telescopica Reforzada 450mm Cierre Suave Negra | Herrajes Darío;Telescopica Reforzada 450mm Cierre Suave Negra marca Grupo Euro. Código GT-4545-ZN. Consultá disponibilidad en Herrajes Darío.;Grupo Euro;SI;;;;;https://drive.google.com/uc?export=view&id=1kLiQUNBPV_h8J5iAklZy8jLXaP62s1uR;ESQ_GSCL_01.jpg
telescopica-reforzada-500mm-cierre-suave-zincada-gt-4550-zs;Telescopica Reforzada 500mm Cierre Suave Zincada;Correderas para Muebles;;;;;;;11025.00;;;;;;;GT-4550-ZS;;SI;NO;Marca: Grupo Euro<br>Código: GT-4550-ZS<br>Producto disponible en Herrajes Darío.;Grupo Euro;Telescopica Reforzada 500mm Cierre Suave Zincada | Herrajes Darío;Telescopica Reforzada 500mm Cierre Suave Zincada marca Grupo Euro. Código GT-4550-ZS. Consultá disponibilidad en Herrajes Darío.;Grupo Euro;SI;;;;;https://drive.google.com/uc?export=view&id=1kLiQUNBPV_h8J5iAklZy8jLXaP62s1uR;ESQ_GSCL_01.jpg
